cumulative_positive_tested,current_hospitalized,current_asymptomatic_free
0.9999999792771587,40717526255.097176,79470.82753170689
0.9999997141643829,3788765368.6130505,31196.977104267735
0.9957810759582948,165189500.72599047,6916.048809599825
0.9998628346733445,7408575.962070143,1529.7208227889562
0.9982784885164672,312316.17087742256,279.82082140026347
0.9587858293459521,2515.8931407299965,19.12789649893542
1.6951965985835584,2.4450988429464435,0.9599308903284064
4.374331047187789,0.4281682393761357,0.4778527020576201
7.2967455364243845,0.5118327726283919,0.5849795634087395
6.407941807516686,0.535983276598321,0.6153258202338641
4.940918332984212,0.5354871470586567,0.6356141453666241
2.303508419997856,0.5130319097670376,0.6230162597601601
0.7799812414706859,4438.34802219788,39.84921690526425
0.995895165950919,484979.9685552952,1138.5709621797123
0.9997182340231058,19163448.678900264,13582.119643525779
0.9999886419303008,1105722664.1685472,218105.43499998917
