cumulative_positive_tested,current_hospitalized,current_asymptomatic_free
4.513429520338277,1.6311798150850223,1.1191481444447686
4.04451895927303,3.919961882492777,2.714178870034999
5.1674673027508895,3.830253701863262,2.641134367587598
3.105788665667104,1.4896871897015096,1.0102655518088635
2.205611913957483,0.4744012398667099,0.3941493787485122
2.229143725872371,0.34548095457110406,0.37887714372690245
1.3961999973025676,0.15238833088350462,0.13098112842211201
1.4975821462052026,0.25712153870954213,0.25995715742511527
1.556618393344922,0.2992947964792346,0.3342467727495715
1.4532084321657093,0.2890938275150476,0.34306192090220994
0.9691021337007436,0.2517941774304337,0.30549458510619676
0.8495808337805234,0.29339468590700346,0.3709697135100718
1.0468114931330235,0.29782059662729476,0.4029385737259095
1.1147101758708575,0.32782577688300896,0.4302776213733135
0.847930188366505,0.3185065966019812,0.4186087916955611
0.8168666005979427,0.34383762335702056,0.4603085760930499
