cumulative_positive_tested,current_hospitalized,current_asymptomatic_free,R0,index
5.846320702777097,0.8582584114132152,2.131184876350352,1.2,0
14.636283134817454,1.5988930698042052,4.345637537039582,1.6,1
5.6249778262762655,0.7417703257585825,1.6545110089716155,1.1,2
8.30927637291519,1.8417664360720079,4.067760692134657,2.3,3
2.1064741906537825,0.3877510195288025,0.9929470989321408,1.8,4
8.383968305247864,1.5679077913736044,3.7652745238241403,2.1,6
8.249125986267705,1.513423514608412,3.652573444331946,2.0,8
6.408717060344473,1.6059694845966994,3.17312976285031,2.5,9
5.19682816401971,0.7159206698482368,1.8880946154650888,1.7,13
2.9580743703004564,0.38583230362626697,0.8434546293722954,1.0,14
7.310420304784649,1.202246457141795,3.0452096490834895,1.9,15
4.224500882707771,0.9418086907707941,1.9517107075810438,2.2,17
2.381602751507571,0.3240642831636494,0.872305448120519,1.5,19
17.491879198076536,2.19821071735293,4.382266040587425,1.4,22
8.078842194930504,1.8373273575903166,4.093628311903225,2.4,30
7.504965018474743,0.9232190576289434,1.7784118370558084,1.3,60
