cumulative_positive_tested,current_hospitalized,current_asymptomatic_free
3.5148547418109453,3.957171480133795,0.8864814222109278
3.640857521076694,2.872622423159079,0.8356280722598326
5.227422994151565,3.935019569787232,1.0365393883539178
3.9525471537084487,3.8971430145151245,0.9448442987834407
3.2462572885484944,3.865499465950904,0.4808636893438747
7.7018257170715785,6.782835225773855,2.494654630618776
7.486660219279502,5.633018191148077,2.2411104757574942
10.233818495197632,9.34469354087403,3.481416690753209
11.642639769193323,9.535321318773741,4.29067982679459
9.228399189324703,8.005074325246634,3.4208819648768656
6.299879886736181,5.854320731372686,2.7623423024754077
4.4039232427549155,4.402234628818078,2.3664184657112917
4.153538132898472,4.709047523291918,2.377955575416445
2.850482371831619,3.758333778136626,1.5359303752719988
1.8795108307528257,2.5995406535018266,1.1938469657274595
1.272800981620558,2.280493920091736,1.0581038310431423
