cumulative_positive_tested,current_hospitalized,current_asymptomatic_free,R0,index
5.907626451210241,0.8653555143014767,2.237691283183738,1.2,0
15.298465596964173,1.1755671360250757,3.039425859225424,1.6,1
5.691880378995124,0.7488629096018663,1.7546812621971153,1.1,2
46.87679947449328,4.353104096470835,6.6748289239013765,2.3,3
12.575012431817305,1.5916384246559523,5.230208755990079,1.8,4
15.798989202402765,3.0367493482285424,8.755699917178406,2.1,6
17.102237268593434,3.0030793297670386,8.067504959472858,2.0,8
46.76501472489329,4.424578916403638,6.741810048629487,2.5,9
11.007891777140216,1.3492859359148301,2.695482122734973,1.7,13
3.0159637040951104,0.3911578613493423,0.918699363438774,1.0,14
16.800873951568104,2.5441011407776886,6.958050290629738,1.9,15
40.38379169591493,4.095103795804167,6.534449573863649,2.2,17
16.90693772539198,2.2391607235021986,4.738953180863041,1.5,19
17.576029749444675,2.209926645437755,4.541532471912472,1.4,22
45.19447113055144,4.324935470824995,6.732377115850657,2.4,30
11.931078447936255,1.6186048808693874,3.6357658049760584,1.3,60
