cumulative_positive_tested,current_hospitalized,current_asymptomatic_free,R0,index
5.907705024659232,0.8653511334924315,2.232258029888374,1.2,0
14.854384728331318,1.6098263845839007,3.6231160174896853,1.6,1
5.691905078842313,0.7488631277443834,1.7544172810528036,1.1,2
10.378063199500033,3.057106031855049,7.802166065692902,2.3,3
16.249638307998058,2.6249357206507735,5.854902078462901,1.8,4
17.222251466923016,3.7854367095269654,8.877439375867343,2.1,6
16.429087824173973,3.4878081244688284,7.5241897813997785,2.0,8
46.76530065434003,4.424578718351147,6.736215611242621,2.5,9
16.789782682197973,2.3635002312685316,4.783041483853992,1.7,13
3.0159684209139894,0.3911578946997292,0.9187000086424147,1.0,14
16.466197040171373,3.0169835293079683,6.534418702306246,1.9,15
16.9117210800472,4.009452764754467,9.559434023204604,2.2,17
14.450248222059951,1.814076558852823,3.280218139149014,1.5,19
11.039895797524952,0.9954052963045084,1.9672801912847329,1.4,22
45.195207055797276,4.324896894435421,6.673289938724668,2.4,30
11.913571104724626,1.6167559196141201,3.5262940394702715,1.3,60
