cumulative_positive_tested,current_hospitalized,current_asymptomatic_free
5.615559278308066,0.4024940349266,0.2934231812901366
5.162467336291199,0.5990679499507701,0.45616084500389853
6.227537203939636,0.3463756573366239,0.2762841380129271
4.4231416223509425,0.3725852821487662,0.3192861219541667
2.602362681814056,0.295450321940339,0.28601875996541715
2.5242496726575876,0.4535075172098235,0.4031175001840969
1.6094172443335533,0.2239665948340987,0.21961201185342047
1.838435522702889,0.3030161030156944,0.3509969692388843
2.0371704500573276,0.3098567314061014,0.39448020886456026
1.6599681877230417,0.2953651521646799,0.34824828814602043
1.2378638664352677,0.27037224213045846,0.34119819392194245
0.9731971768887686,0.2988652822192388,0.3822635816159288
1.1631505578985881,0.30711073109996717,0.42775613868334594
1.6712605543101517,0.31477414135956616,0.45010108468936616
1.0844074948946982,0.32371329738235677,0.4640055398740057
1.004096999468167,0.33576355104439226,0.483328380740309
