cumulative_positive_tested,current_hospitalized,current_asymptomatic_free
4.044591835394693,2.812351879981652,0.6471206558347392
3.743685396594838,2.15848293663166,0.6878233400744214
4.656750827794022,2.746829697632308,0.6789593938526438
2.976048920001854,2.3861093213296933,0.5117192303820328
2.0871628885759366,2.282002853854621,0.38988373993473735
2.1422714254966477,2.3188999388772094,0.7160196813006151
1.365999794243574,1.1987205276684603,0.24615399830487456
1.4788636988932198,1.7981320288886256,0.48295133655513944
1.5244541932498332,1.5265058727226428,0.6298125812541763
1.4063193355690415,1.4291220332131003,0.5689042560629116
0.9374226415242338,1.0123192494589637,0.5242941261485383
0.8126749120287554,0.938127515522472,0.7299302721022478
0.9751233487113966,1.2503601442840069,1.0233418897188484
1.0432331670161985,1.335662881129006,1.1905126634834091
0.7924305220970673,1.0522782391773529,1.3594849479120907
0.7734645672242874,1.1616176961937275,1.731627237469883
