cumulative_positive_tested,current_hospitalized,current_asymptomatic_free,R0,index
5.891364281819526,0.8638955214210048,2.1988299629594144,1.2,0
26.353428945483028,2.995488613063783,5.479145278648327,1.6,1
5.672975635890899,0.7473073811344605,1.71823873709252,1.1,2
5.734582391325421,0.7829309203557279,2.2042029491650434,2.3,3
32.94697380198365,3.569721501906313,5.879703107297422,1.8,4
4.975495606056954,0.7791633468373826,1.7755754038271152,2.1,6
2.5342084394934927,0.5880841313702106,1.049751765891125,2.0,8
9.857361517982108,1.642328954121941,4.68400733301765,2.5,9
27.483797629436378,3.1561970762865714,5.699180806954283,1.7,13
2.996710412551541,0.3896362426214903,0.8854610265562407,1.0,14
9.02338801443263,1.424871976591882,3.6506574219088805,1.9,15
7.984585701173858,1.1317611975186752,3.388469177756811,2.2,17
16.90322885204867,2.2387695128779854,4.7298084995407805,1.5,19
17.562449810944262,2.2083283048543683,4.497807369203945,1.4,22
9.578191033518005,1.553656255103256,4.5897423023801105,2.4,30
11.91409614982056,1.616927399406229,3.5914836565566692,1.3,60
